<02:19:36.024>Start FDBS 
<02:19:36.325>FDBS; opened connection to oralv8a 
<02:19:37.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1, 'Sanama', 'Juergen', 'GB') 
<02:23:25.112>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7615, 'Gueclue', 'Martin', 'CHN') 
<02:23:25.141>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7616, 'Gabriel', 'Hichem', 'CHN') 
<02:23:25.141>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7616, 'Gabriel', 'Hichem', 'CHN') 
<02:23:25.179>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7617, 'Englert', 'Rudi', 'F') 
<02:23:25.179>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7617, 'Englert', 'Rudi', 'F') 
<02:23:25.195>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7618, 'Mueller', 'Annika', 'CHN') 
<02:23:25.195>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7618, 'Mueller', 'Annika', 'CHN') 
<02:23:25.226>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7619, 'Richards', 'Eros', 'CHN') 
<02:23:25.226>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7619, 'Richards', 'Eros', 'CHN') 
<02:23:25.257>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7620, 'Reinel', 'Martin', 'D') 
<02:23:25.257>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7620, 'Reinel', 'Martin', 'D') 
<02:23:25.288>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7621, 'Gabriel', 'Sascha', 'I') 
<02:23:25.288>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7621, 'Gabriel', 'Sascha', 'I') 
<02:23:25.320>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7622, 'Ruppel', 'Christian', 'GB') 
<02:23:25.320>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7622, 'Ruppel', 'Christian', 'GB') 
<02:23:25.335>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7623, 'Kouada', 'Sascha', 'D') 
<02:23:25.335>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7623, 'Kouada', 'Sascha', 'D') 
<02:23:25.377>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7624, 'Sting', 'null', 'CHN') 
<02:23:25.377>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7624, 'Sting', 'null', 'CHN') 
<02:23:25.395>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7625, 'Meuer', 'Daniel', 'TUN') 
<02:23:25.395>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7625, 'Meuer', 'Daniel', 'TUN') 
<02:23:25.433>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7626, 'Sprenger', 'Bob', 'TUN') 
<02:23:25.434>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7626, 'Sprenger', 'Bob', 'TUN') 
<02:23:25.464>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7627, 'Meatloaf', 'Michael', 'ID') 
<02:23:25.464>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7627, 'Meatloaf', 'Michael', 'ID') 
<02:23:25.493>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7628, 'Richards', 'Peter', 'ID') 
<02:23:25.493>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7628, 'Richards', 'Peter', 'ID') 
<02:23:25.521>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7629, 'Gueclue', 'Gianna', 'D') 
<02:23:25.521>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7629, 'Gueclue', 'Gianna', 'D') 
<02:23:25.548>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7630, 'Niedeggen', 'Rudi', 'I') 
<02:23:25.549>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7630, 'Niedeggen', 'Rudi', 'I') 
<02:23:25.575>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7631, 'Nguentcheng', 'Bastian', 'USA') 
<02:23:25.575>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7631, 'Nguentcheng', 'Bastian', 'USA') 
<02:23:25.602>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7632, 'Niedeggen', 'Florian', 'TUN') 
<02:23:25.602>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7632, 'Niedeggen', 'Florian', 'TUN') 
<02:23:25.629>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7633, 'Meatloaf', 'Alexandre', 'USA') 
<02:23:25.629>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7633, 'Meatloaf', 'Alexandre', 'USA') 
<02:23:25.646>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7634, 'Nguentcheng', 'null', 'CHN') 
<02:23:25.646>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7634, 'Nguentcheng', 'null', 'CHN') 
<02:23:25.678>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7635, 'Gueclue', 'Matthias', 'D') 
<02:23:25.678>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7635, 'Gueclue', 'Matthias', 'D') 
<02:23:25.709>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7636, 'Bush', 'Florian', 'CHN') 
<02:23:25.709>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7636, 'Bush', 'Florian', 'CHN') 
<02:23:25.740>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7637, 'Gueclue', 'Freddie', 'D') 
<02:23:25.740>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7637, 'Gueclue', 'Freddie', 'D') 
<02:23:25.771>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7638, 'Paulheim', 'Andre', 'TUN') 
<02:23:25.771>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7638, 'Paulheim', 'Andre', 'TUN') 
<02:23:25.787>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7639, 'Turner', 'Sinan', 'TUN') 
<02:23:25.787>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7639, 'Turner', 'Sinan', 'TUN') 
<02:23:25.818>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7640, 'Meuer', 'Eberhard', 'ID') 
<02:23:25.818>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7640, 'Meuer', 'Eberhard', 'ID') 
<02:23:25.849>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7641, 'Heinz', 'Tao', 'USA') 
<02:23:25.849>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7641, 'Heinz', 'Tao', 'USA') 
<02:23:25.882>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7642, 'Gueclue', 'Gaspard', 'ID') 
<02:23:25.883>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7642, 'Gueclue', 'Gaspard', 'ID') 
<02:23:25.900>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7643, 'Mueller', 'Eros', 'F') 
<02:23:25.900>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7643, 'Mueller', 'Eros', 'F') 
<02:23:25.932>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7644, 'Hesse', 'Hueseyin', 'USA') 
<02:23:25.932>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7644, 'Hesse', 'Hueseyin', 'USA') 
<02:23:25.963>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7645, 'Klomann', 'Susi', 'CHN') 
<02:23:25.963>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7645, 'Klomann', 'Susi', 'CHN') 
<02:23:25.979>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7646, 'Hesse', 'Bob', 'CMR') 
<02:23:25.994>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7646, 'Hesse', 'Bob', 'CMR') 
<02:23:26.026>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7647, 'Niedeggen', 'Phil', 'GB') 
<02:23:26.026>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7647, 'Niedeggen', 'Phil', 'GB') 
<02:23:26.052>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7648, 'Bayer', 'Mario', 'F') 
<02:23:26.053>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7648, 'Bayer', 'Mario', 'F') 
<02:23:26.079>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7649, 'Sting', 'Peter', 'CHN') 
<02:23:26.079>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7649, 'Sting', 'Peter', 'CHN') 
<02:23:26.106>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7650, 'Ramazotti', 'Lukas', 'I') 
<02:23:26.107>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7650, 'Ramazotti', 'Lukas', 'I') 
<02:23:26.133>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7651, 'Horn', 'Pascal', 'USA') 
<02:23:26.134>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7651, 'Horn', 'Pascal', 'USA') 
<02:23:26.162>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7652, 'Bush', 'Juergen', 'D') 
<02:23:26.162>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7652, 'Bush', 'Juergen', 'D') 
<02:23:26.189>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7653, 'Lamps', 'Melanie', 'I') 
<02:23:26.189>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7653, 'Lamps', 'Melanie', 'I') 
<02:23:26.217>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7654, 'Sanama', 'Sinan', 'I') 
<02:23:26.217>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7654, 'Sanama', 'Sinan', 'I') 
<02:23:26.244>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7655, 'Turner', 'Nico', 'CMR') 
<02:23:26.244>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7655, 'Turner', 'Nico', 'CMR') 
<02:23:26.274>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7656, 'Wald', 'Michael', 'USA') 
<02:23:26.274>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7656, 'Wald', 'Michael', 'USA') 
<02:23:26.301>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7657, 'Meatloaf', 'Lukas', 'D') 
<02:23:26.302>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7657, 'Meatloaf', 'Lukas', 'D') 
<02:23:26.333>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7658, 'Gabriel', 'Kate', 'CHN') 
<02:23:26.333>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7658, 'Gabriel', 'Kate', 'CHN') 
<02:23:26.360>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7659, 'Kaas', 'Markus', 'D') 
<02:23:26.360>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7659, 'Kaas', 'Markus', 'D') 
<02:23:26.387>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7660, 'Lennox', 'Eros', 'CMR') 
<02:23:26.387>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7660, 'Lennox', 'Eros', 'CMR') 
<02:23:26.415>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7661, 'Sprenger', 'Kate', 'GB') 
<02:23:26.415>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7661, 'Sprenger', 'Kate', 'GB') 
<02:23:26.444>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7662, 'Stock', 'Mario', 'D') 
<02:23:26.445>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7662, 'Stock', 'Mario', 'D') 
<02:23:26.473>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7663, 'Hohmeyer', 'Holger', 'USA') 
<02:23:26.473>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7663, 'Hohmeyer', 'Holger', 'USA') 
<02:23:26.501>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7664, 'Hahn', 'Alexandre', 'CHN') 
<02:23:26.501>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7664, 'Hahn', 'Alexandre', 'CHN') 
<02:23:26.528>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7665, 'Bailleu', 'Lukas', 'ID') 
<02:23:26.529>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7665, 'Bailleu', 'Lukas', 'ID') 
<02:23:26.558>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7666, 'Lied', 'Sinan', 'CMR') 
<02:23:26.559>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7666, 'Lied', 'Sinan', 'CMR') 
<02:23:26.585>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7667, 'Knabe', 'Pascal', 'CHN') 
<02:23:26.586>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7667, 'Knabe', 'Pascal', 'CHN') 
<02:23:26.623>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7668, 'Helmke', 'Patricia', 'I') 
<02:23:26.624>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7668, 'Helmke', 'Patricia', 'I') 
<02:23:26.652>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7669, 'Gueclue', 'null', 'F') 
<02:23:26.652>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7669, 'Gueclue', 'null', 'F') 
<02:23:26.684>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7670, 'Gueclue', 'Peter', 'TUN') 
<02:23:26.684>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7670, 'Gueclue', 'Peter', 'TUN') 
<02:23:26.717>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7671, 'Lamps', 'Michael', 'F') 
<02:23:26.717>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7671, 'Lamps', 'Michael', 'F') 
<02:23:26.745>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7672, 'Ramazotti', 'Peter', 'GB') 
<02:23:26.745>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7672, 'Ramazotti', 'Peter', 'GB') 
<02:23:26.775>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7673, 'Sanama', 'Holger', 'F') 
<02:23:26.775>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7673, 'Sanama', 'Holger', 'F') 
<02:23:26.802>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7674, 'Bailleu', 'Bob', 'USA') 
<02:23:26.803>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7674, 'Bailleu', 'Bob', 'USA') 
<02:23:26.829>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7675, 'Horn', 'Rudi', 'USA') 
<02:23:26.829>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7675, 'Horn', 'Rudi', 'USA') 
<02:23:26.855>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7676, 'Helmke', 'Patrik', 'D') 
<02:23:26.856>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7676, 'Helmke', 'Patrik', 'D') 
<02:23:26.882>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7677, 'Richards', 'Benedikt', 'CMR') 
<02:23:26.883>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7677, 'Richards', 'Benedikt', 'CMR') 
<02:23:26.909>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7678, 'Meuer', 'null', 'D') 
<02:23:26.909>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7678, 'Meuer', 'null', 'D') 
<02:23:26.936>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7679, 'Lennox', 'Pascal', 'I') 
<02:23:26.937>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7679, 'Lennox', 'Pascal', 'I') 
<02:23:26.964>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7680, 'Miosga', 'Daniel', 'USA') 
<02:23:26.965>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7680, 'Miosga', 'Daniel', 'USA') 
<02:23:26.992>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7681, 'Tepel', 'Peter', 'F') 
<02:23:26.993>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7681, 'Tepel', 'Peter', 'F') 
<02:23:27.024>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7682, 'Haas', 'Guildo', 'ID') 
<02:23:27.072>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7682, 'Haas', 'Guildo', 'ID') 
<02:23:27.099>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7683, 'Mahr', 'Mick', 'D') 
<02:23:27.099>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7683, 'Mahr', 'Mick', 'D') 
<02:23:27.127>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7684, 'Militz', 'Matthias', 'CMR') 
<02:23:27.128>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7684, 'Militz', 'Matthias', 'CMR') 
<02:23:27.155>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7685, 'Collins', 'Kate', 'GB') 
<02:23:27.156>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7685, 'Collins', 'Kate', 'GB') 
<02:23:27.191>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7686, 'Pei', 'null', 'TUN') 
<02:23:27.191>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7686, 'Pei', 'null', 'TUN') 
<02:23:27.220>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7687, 'Sprenger', 'Nico', 'CMR') 
<02:23:27.220>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7687, 'Sprenger', 'Nico', 'CMR') 
<02:23:27.247>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7688, 'Sting', 'Michael', 'I') 
<02:23:27.247>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7688, 'Sting', 'Michael', 'I') 
<02:23:27.276>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7689, 'Bailleu', 'Annika', 'D') 
<02:23:27.277>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7689, 'Bailleu', 'Annika', 'D') 
<02:23:27.303>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7690, 'Jagger', 'Daniel', 'CHN') 
<02:23:27.304>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7690, 'Jagger', 'Daniel', 'CHN') 
<02:23:27.332>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7691, 'Hahn', 'Markus', 'USA') 
<02:23:27.332>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7691, 'Hahn', 'Markus', 'USA') 
<02:23:27.360>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7692, 'Meatloaf', 'Hichem', 'D') 
<02:23:27.360>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7692, 'Meatloaf', 'Hichem', 'D') 
<02:23:27.387>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7693, 'Saseno', 'Marcel', 'ID') 
<02:23:27.387>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7693, 'Saseno', 'Marcel', 'ID') 
<02:23:27.414>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7694, 'Lamps', 'Eros', 'I') 
<02:23:27.415>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7694, 'Lamps', 'Eros', 'I') 
<02:23:27.441>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7695, 'Ruppel', 'Rene', 'TUN') 
<02:23:27.442>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7695, 'Ruppel', 'Rene', 'TUN') 
<02:23:27.469>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7696, 'Mercury', 'Rudi', 'TUN') 
<02:23:27.469>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7696, 'Mercury', 'Rudi', 'TUN') 
<02:23:27.497>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7697, 'Turner', 'Marcel', 'GB') 
<02:23:27.497>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7697, 'Turner', 'Marcel', 'GB') 
<02:23:27.523>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7698, 'Meuer', 'Martin', 'USA') 
<02:23:27.524>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7698, 'Meuer', 'Martin', 'USA') 
<02:23:27.550>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7699, 'Bailleu', 'Donald', 'I') 
<02:23:27.551>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7699, 'Bailleu', 'Donald', 'I') 
<02:23:27.578>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7700, 'John', 'Aymen', 'I') 
<02:23:27.579>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7700, 'John', 'Aymen', 'I') 
<02:23:27.606>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7701, 'Reinel', 'Erdem', 'I') 
<02:23:27.606>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7701, 'Reinel', 'Erdem', 'I') 
<02:23:27.633>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7702, 'Tobert', 'Kate', 'I') 
<02:23:27.633>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7702, 'Tobert', 'Kate', 'I') 
<02:23:27.664>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7703, 'Horn', 'Sascha', 'ID') 
<02:23:27.664>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7703, 'Horn', 'Sascha', 'ID') 
<02:23:27.691>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7704, 'Maiwald', 'Hueseyin', 'D') 
<02:23:27.691>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7704, 'Maiwald', 'Hueseyin', 'D') 
<02:23:27.718>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7705, 'Jagger', 'Donald', 'USA') 
<02:23:27.719>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7705, 'Jagger', 'Donald', 'USA') 
<02:23:27.746>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7706, 'Heinz', 'Simon', 'D') 
<02:23:27.746>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7706, 'Heinz', 'Simon', 'D') 
<02:23:27.774>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7707, 'Saseno', 'Stefan', 'ID') 
<02:23:27.774>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7707, 'Saseno', 'Stefan', 'ID') 
<02:23:27.806>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7708, 'Ramazotti', 'Franz', 'ID') 
<02:23:27.806>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7708, 'Ramazotti', 'Franz', 'ID') 
<02:23:27.834>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7709, 'Niedeggen', 'Keith', 'TUN') 
<02:23:27.834>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7709, 'Niedeggen', 'Keith', 'TUN') 
<02:23:27.860>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7710, 'Wald', 'Kate', 'TUN') 
<02:23:27.861>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7710, 'Wald', 'Kate', 'TUN') 
<02:23:27.888>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7711, 'Meuer', 'Donald', 'CMR') 
<02:23:27.888>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7711, 'Meuer', 'Donald', 'CMR') 
<02:23:27.915>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7712, 'Bostanci', 'null', 'TUN') 
<02:23:27.915>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7712, 'Bostanci', 'null', 'TUN') 
<02:23:27.946>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7713, 'Hahn', 'Tao', 'ID') 
<02:23:27.946>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7713, 'Hahn', 'Tao', 'ID') 
<02:23:27.974>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7714, 'Heinz', 'Rudi', 'GB') 
<02:23:27.975>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7714, 'Heinz', 'Rudi', 'GB') 
<02:23:28.003>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7715, 'Bayer', 'Bob', 'ID') 
<02:23:28.004>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7715, 'Bayer', 'Bob', 'ID') 
<02:23:28.031>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7716, 'Sting', 'Martin', 'ID') 
<02:23:28.032>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7716, 'Sting', 'Martin', 'ID') 
<02:23:28.058>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7717, 'Gueclue', 'Melanie', 'USA') 
<02:23:28.059>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7717, 'Gueclue', 'Melanie', 'USA') 
<02:23:28.086>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7718, 'Richards', 'Tao', 'ID') 
<02:23:28.086>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7718, 'Richards', 'Tao', 'ID') 
<02:23:28.113>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7719, 'Maiwald', 'null', 'CMR') 
<02:23:28.113>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7719, 'Maiwald', 'null', 'CMR') 
<02:23:28.140>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7720, 'Hahn', 'Rudi', 'CMR') 
<02:23:28.140>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7720, 'Hahn', 'Rudi', 'CMR') 
<02:23:28.167>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7721, 'Schmitt', 'Mick', 'ID') 
<02:23:28.167>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7721, 'Schmitt', 'Mick', 'ID') 
<02:23:28.195>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7722, 'Dehler', 'Hichem', 'TUN') 
<02:23:28.196>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7722, 'Dehler', 'Hichem', 'TUN') 
<02:23:28.224>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7723, 'Nannini', 'Alexandre', 'ID') 
<02:23:28.225>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7723, 'Nannini', 'Alexandre', 'ID') 
<02:23:28.255>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7724, 'Miosga', 'Florian', 'I') 
<02:23:28.255>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7724, 'Miosga', 'Florian', 'I') 
<02:23:28.282>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7725, 'Paulheim', 'Franz', 'USA') 
<02:23:28.283>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7725, 'Paulheim', 'Franz', 'USA') 
<02:23:28.313>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7726, 'Hesse', 'Annika', 'CHN') 
<02:23:28.313>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7726, 'Hesse', 'Annika', 'CHN') 
<02:23:28.340>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7727, 'Pei', 'Keith', 'D') 
<02:23:28.341>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7727, 'Pei', 'Keith', 'D') 
